record_id,window_idx,mean_rr,sdnn,rmssd,pnn50,lf,hf,lf_hf_ratio,sd1,sd2,sampen,pac_count,pac_ratio,label
n05,1,552.255985267035,43.62534734549932,6.454925721859489,0.0,4.7622858696729735e-05,3.5120151803648124e-06,13.559980880203051,4.562682724443698,61.459692446341535,0.2453601643716948,0,0.0,0
n05,2,526.452850877193,50.50466463744007,6.350790984874849,0.0,5.366717487773728e-05,3.3762493297505115e-06,15.8955010830622,4.489175835970951,71.21157813986407,0.1831538592984335,0,0.0,0
n05,3,497.5383499170812,51.429616029632456,6.288167306054831,0.0,3.724215298025076e-05,2.5228189216909825e-06,14.76211893768748,4.440948075569155,72.37961441276221,0.1593605060825647,0,0.0,0
n05,4,475.5101030110935,37.29060399455947,6.01943261017288,0.0,2.817919363199151e-05,1.9110357297052865e-06,14.74550851874298,4.255803511012336,52.517181028438834,0.7363373057465189,0,0.0,0
n05,5,462.2857280431433,24.975784824195017,5.943170111818208,0.0,2.1848466353123156e-05,1.2899160819055554e-06,16.937897480002768,4.202378063834086,35.04958131729324,0.7514764280172651,0,0.0,0
n05,6,453.39643126888217,13.563003295603623,5.837171907640674,0.0,4.2642155858883485e-06,7.57454023240182e-07,5.629669201105033,4.127427687744474,18.661119312270685,0.7448928771583054,0,0.0,0
n05,7,453.2430135951662,12.085699866528577,5.741474081735504,0.0,5.624419631281935e-06,6.953635216265843e-07,8.088459426409619,4.059757836805693,16.58876167824323,0.7127055989538907,0,0.0,0
n05,8,461.1057692307692,15.314035539328692,5.579325240273132,0.0,5.676986500126202e-06,7.747510383192253e-07,7.327497762948566,3.9444348539789313,21.195620893528236,0.7067818462446583,0,0.0,0
n05,9,478.0180135350319,36.40293565479708,5.727580612705497,0.0,1.4390075731258454e-05,1.0017844509866585e-06,14.364443086619737,4.047854206220223,51.161388585644005,0.6797884437791885,0,0.0,0
n05,10,498.36482558139534,50.93239329097347,5.850160009793154,0.0,2.1250290863663692e-05,1.3464551656626373e-06,15.782397665803964,4.13438943538921,71.82051760442972,0.1312479183227562,0,0.0,0
n05,11,529.8558966431095,62.84041784378022,6.078254208706947,0.0,3.805320979938558e-05,1.876724117093539e-06,20.27640048571345,4.296862485208781,88.72564013149292,0.1470450662494077,0,0.0,0
n05,12,549.9856651376147,54.334096182794575,6.257535094736315,0.0,5.2084686290271226e-05,2.574349110383249e-06,20.232176778275917,4.419603582978433,76.55108018973317,0.229134471935857,0,0.0,0
n05,13,587.6685049019608,53.78875175723681,6.642859217645794,0.0,5.509945112143101e-05,4.037157947726251e-06,13.648079127660417,4.692192731897224,75.76455539507604,0.2633654918620288,0,0.0,0
n05,14,599.890625,50.92959006643924,6.853388787727681,0.0,7.181238095070877e-05,4.6165807094477545e-06,15.555317987562947,4.846027104507951,71.85934703026246,0.2985774905130353,0,0.0,0
n05,15,606.2026515151515,45.22683082888036,6.770387260817305,0.0,6.553967752088229e-05,4.393512053844701e-06,14.917377423268803,4.7873736826288855,63.77198409963618,0.2907591214500603,0,0.0,0
n05,16,605.6818181818181,46.87682106019765,6.994781437493211,0.0,7.191028459237748e-05,4.716278302688709e-06,15.247252171565458,4.943578984432275,66.01690839669376,0.3073805204205176,0,0.0,0
n05,17,629.5204402515724,41.247176598881296,7.206328667204189,0.0,9.087487250928423e-05,4.058932017075575e-06,22.388862914427133,5.095630651806926,58.10060865087333,0.3418574053365927,0,0.0,0
n05,18,618.3931327160494,37.55202363173702,7.121503369713825,0.0,6.850597573071874e-05,3.642100563012289e-06,18.80946847718537,5.035547386537541,52.83523079945076,1.161636804974466,0,0.0,0
n05,19,620.7459886128364,36.86058150164472,7.018451641678295,0.0,6.62321008011257e-05,3.742758026390123e-06,17.696068069088167,4.961722658360778,51.80246830388609,1.048464853638209,0,0.0,0
n05,20,635.1132150423729,38.92136405755438,7.136345238834399,0.0,6.941766174007862e-05,4.131019454612049e-06,16.80400262036475,5.043854000954997,54.70789670680549,1.0505192315328336,0,0.0,0
n05,21,650.2847071583515,39.96781715685287,7.025586487200228,0.0,4.959375204968203e-05,2.858708752581099e-06,17.348305246172536,4.967317255626131,56.24960514820195,0.2463909462170559,0,0.0,0
n05,22,658.8427197802198,46.85619332957122,6.839931082522424,0.0,3.2258859661711075e-05,3.088142047773967e-06,10.446041394036362,4.834357034464002,65.98718079314376,0.231423584065849,0,0.0,0
n05,23,680.8238636363636,42.84390012631617,6.794019860554107,0.0,2.648944828313108e-05,4.562067066679617e-06,5.806457444829004,4.801723688172151,60.316697397672506,0.2372014893238638,0,0.0,0
n05,24,707.03125,29.39904735986948,7.267087499607415,0.0,3.811472479680715e-05,5.169727113019237e-06,7.372676345105436,5.137544619850786,41.1798187331538,1.0668919611599714,0,0.0,0
n05,999,722.910391566265,26.494341355561676,7.484825127281889,0.0,6.392946039838443e-05,6.439977618627143e-06,9.926969344345755,5.2908882325574185,36.98487599256041,1.087125244680979,0,0.0,0
n09,0,643.2738733905579,49.66023724649892,76.10372476904871,5.579399141630901,0.0002689536543521,0.0006114017937742,0.439896737449617,53.81339560087591,45.06157386043069,0.488229828867709,11,2.360515021459228,0
n09,1,638.9259061833689,46.983127148197134,71.8327823917127,5.543710021321962,0.0002166639002965,0.000555277893262,0.390190034441631,50.79344616909914,42.81189846300116,0.465188921079363,10,2.1321961620469083,0
n09,2,637.8324468085107,48.952747994821486,74.84885183712098,6.382978723404255,0.0001975964452441,0.0004768739492158,0.4143578100022447,52.92611890172858,44.57691074448359,0.4442424332773857,11,2.3404255319148937,0
n09,3,638.1981382978723,76.71692746810236,115.5508265661592,10.851063829787234,0.0004785069129583,0.0019285500442358,0.2481174467774758,81.7067594523706,71.37163918154461,0.4596620466875438,19,4.042553191489362,0
n09,4,638.642723880597,73.01390570326214,110.6782616830183,11.513859275053305,0.0003256098008835,0.0018476708808068,0.1762271648408245,78.26134847581491,67.3524528929364,0.4854511280460772,20,4.264392324093817,0
n09,5,641.7625802997859,71.38115758133794,108.71498148169329,10.920770877944326,0.0002678435917421,0.0015155243704495,0.1767332792297742,76.87309970821708,65.42851677855205,0.5377130457982856,17,3.640256959314775,0
n09,6,645.6317204301075,76.02669739546317,117.66694309035331,13.118279569892474,0.0002991450533378,0.0017616807864088,0.1698066162982903,83.20308997342542,68.0954574232833,0.595112704994192,23,4.946236559139785,0
n09,7,650.2169197396963,83.29933790107623,126.20691543816352,14.316702819956618,0.0003558523779514,0.0021229213530843,0.1676239100588806,89.2417649309163,76.89850834057343,0.3391450955758208,26,5.639913232104121,0
n09,8,651.1320498915401,56.35812058521385,86.620311098708,9.11062906724512,0.0004567436524124,0.0007815351271931,0.5844185840409676,61.24979052903882,50.97462658222236,0.5813695583679739,16,3.470715835140998,0
n09,9,653.2713779956428,51.31092751947351,78.77476114195562,6.753812636165578,0.0003738946649371,0.0005453824790124,0.6855641303587972,55.70216648390602,46.482329620469365,0.5572676399988394,12,2.6143790849673203,0
n09,10,656.5919037199125,47.616019999234126,70.9879004648261,4.814004376367615,0.0003001382483122,0.0003926468076737,0.7643975258335883,50.19601264366995,44.88037508818327,0.5567847305243963,10,2.1881838074398248,0
n09,11,656.9010416666666,39.5604140980646,53.945366740061935,1.973684210526316,0.0002883695614776,0.0003506602539532,0.8223616969035553,38.145103719850106,40.90981214020111,0.5512770758069631,4,0.8771929824561403,0
n09,12,655.5676855895197,15.931864925824453,22.23866876878578,0.0,3.439029091503287e-06,6.318243662864279e-06,0.544301434861766,15.725071675501356,16.11591935452306,1.4789006185918143,0,0.0,0
n09,13,655.0047762008734,18.888545469043617,27.576596318691507,0.6550218340611353,4.728993492652679e-06,2.663928730571652e-05,0.1775195198873765,19.49958327173344,18.24455243195189,1.447282773639422,1,0.2183406113537117,0
n09,14,653.1080163043479,19.380367042634923,28.12585102198304,0.6521739130434783,4.7458207640787375e-06,3.0362363254828464e-05,0.1563060399563601,19.88780154024462,18.7639657999212,1.4231807656440656,1,0.217391304347826,0
n09,15,647.4104256465517,19.816792985424787,27.95933782136636,0.646551724137931,4.464776075132989e-06,3.133829468181166e-05,0.1424702945857576,19.77010775750654,19.794877297355555,1.375343529933139,1,0.2155172413793103,0
n09,16,643.1845556745182,21.36439461328527,29.276470451593102,0.8565310492505354,3.997810428666197e-06,2.6285075531020752e-05,0.152094310094263,20.699635602094016,20.16687838671177,1.3804292416674926,2,0.4282655246252677,0
n09,17,640.2918443496802,37.91577223317081,51.87257035294634,1.7057569296375266,0.0002895177551227,0.0003353475856207,0.8633363338127522,36.67944625414462,39.10997593184037,1.3490118038019383,3,0.6396588486140725,0
n09,18,637.9488031914893,36.6897450289452,49.158414489809566,1.0638297872340423,0.000363224242218,0.0004223942363514,0.8599176100400407,34.76023027697352,38.512713922735166,1.3933991867436353,2,0.425531914893617,0
n09,19,638.2313829787234,55.84938916590608,75.87203205749873,1.9148936170212765,0.0006151621576999,0.0007555325538511,0.8142099960674308,53.64962837026047,57.95927673208684,0.5950230641168889,4,0.851063829787234,0
n09,20,638.9758795309168,55.77148743150508,75.87831918659505,1.9189765458422177,0.0010301131271727,0.0013664694508986,0.753850096315962,53.65406235581588,57.79447743558368,0.5988899308330553,4,0.8528784648187633,0
n09,21,639.2090884861407,54.95583739869137,75.28647461673542,1.7057569296375266,0.0006105005166257,0.0009119946323537,0.6694124010907228,53.23488444816393,56.02033743443402,0.5852355016305869,3,0.6396588486140725,0
n09,22,639.9238782051282,44.62126262034918,61.63136847823952,0.8547008547008548,0.0006753986556362,0.0009977584705927,0.6769159827177604,43.57994413562741,45.63137216739724,0.5737895551931386,2,0.4273504273504274,0
n09,23,642.9336188436831,52.99093323854324,74.3338100385491,1.284796573875803,0.0009166639587171,0.0014100540464522,0.6500913642448369,52.56187564488077,53.38487891853885,0.537953583380302,3,0.6423982869379015,0
n09,24,647.040005387931,45.04527274913215,62.09158879343553,1.0775862068965518,0.0004341834949195,0.00069311186049,0.6264262951908015,43.9053575510552,46.14161559542104,0.4702839113982688,2,0.4310344827586206,0
n09,999,656.0111899563319,46.988221515797626,62.4829024754016,1.0917030567685588,0.0003741076085795,0.0005948108613322,0.6289522147285872,44.18191868407326,49.56611729164052,0.43104970888093,2,0.4366812227074235,0
n11,0,849.6813031161473,36.9842495067605,45.45333167102769,3.1161473087818696,0.0001818740385561,0.0002208711745158,0.8234394504162559,32.1402632611122,41.236827413228646,1.6251333018977911,2,0.56657223796034,0
n11,1,842.0821629213483,32.10691124359937,40.78297427011548,2.528089887640449,0.0001763804207648,8.633554095884478e-05,2.0429642161955512,28.83785048645583,35.045667199494105,1.687373137768072,2,0.5617977528089888,0
n11,2,838.3228291316526,29.846121047000103,39.98000770465039,1.680672268907563,0.0001855219258408,0.0001638567009639,1.1322205607064346,28.270096230185644,31.287437795781152,1.6419611041396605,2,0.5602240896358543,0
n11,3,833.7456597222222,33.213943707117515,42.70531664674816,1.9444444444444444,0.0001835407809373,0.0001097306194165,1.6726487275216817,30.19608588848124,35.41491660743482,1.6094379124341005,2,0.5555555555555556,0
n11,4,837.4173050139276,58.09057073730792,80.26804936066965,3.064066852367688,0.000237968191541,0.000220241701655,1.0804865279950215,56.75807991792846,59.39217721858267,0.8664308133315552,4,1.1142061281337048,0
n11,5,841.5993679775281,58.3707205924918,80.97253374688756,3.651685393258427,0.0008312747622223,0.0008883051180107,0.9357986860234744,57.256208670334026,59.45767684503714,0.8630298559649514,4,1.1235955056179776,0
n11,6,843.6183286516854,56.134801830010055,76.1027895222204,3.932584269662921,0.0007923001418571,0.0007790368955733,1.0170251837353397,53.81276253875488,58.34069391831411,0.8851851499398647,3,0.8426966292134831,0
n11,7,845.0264084507043,56.800817182324685,76.11965493258023,3.943661971830986,0.0009346254156631,0.0009141069211704,1.0224464928746877,53.82472418440752,59.61498375280181,0.8795667038654267,3,0.8450704225352111,0
n11,8,850.743626062323,54.60043072079839,76.17528947766718,3.966005665722379,0.0010351625358234,0.0011212680270234,0.9232070395973676,53.86400659065913,55.30128665287709,0.7824440287211482,3,0.84985835694051,0
n11,9,845.9789901129943,27.49488286901365,32.781078979737366,2.2598870056497176,0.0001382815725483,0.000115195245677,1.200410413951717,23.179084016156036,30.99343663047655,1.7131303709912296,1,0.2824858757062147,0
n11,10,844.6742957746479,26.55208319236667,33.062297413218474,2.535211267605634,0.0001429175983378,0.0001165618764441,1.2261092794463704,23.378491369636222,29.33491864564276,1.699993725121152,1,0.2816901408450704,0
n11,11,841.9285463483146,30.844778305956755,40.69857232892422,2.247191011235955,0.0001451847707812,0.0001857126733839,0.7817709375229311,28.77796721259613,32.6709718532552,1.6544944070514835,2,0.5617977528089888,0
n11,12,841.9774159663865,30.4627337380888,41.41237764707708,2.801120448179272,0.0001454807312549,0.0001064868893017,1.3661844402520913,29.28293605539016,31.58586112076507,1.6224799078044965,2,0.5602240896358543,0
n11,13,841.7529845505618,25.94010745170688,31.351617353039515,1.9662921348314608,0.0001520666832485,0.0001024827268368,1.483827450167073,22.168935769918,29.20903284772664,1.715386490443481,1,0.2808988764044944,0
n11,14,847.1265889830509,28.217043039937707,31.577493423594262,1.977401129943503,0.0001979501539054,7.992060510697373e-05,2.476835024465371,22.32852262894348,33.03448629657119,1.762711783787824,1,0.2824858757062147,0
n11,15,847.65625,30.517995858507827,32.3910826100136,2.2598870056497176,0.0002028744085636,6.069043184031912e-05,3.3427741805728037,22.903611992347454,36.49372304081588,1.8906890945555908,1,0.2824858757062147,0
n11,16,855.0347222222222,50.831305458185255,66.51186454310238,1.9943019943019944,0.0006912354779679,0.0006865231950493,1.0068639820950274,47.030948071781545,54.34707271619032,0.7672170160700685,1,0.2849002849002849,0
n11,17,857.7901785714286,50.955466156419575,66.27411058740167,1.4285714285714286,0.0006403783010453,0.0006630787166515,0.9657651270713624,46.86287034020432,54.74186497788674,0.7631322451359438,1,0.2857142857142857,0
n11,18,861.9791666666666,53.11846600491828,71.80512241920913,3.160919540229885,0.0007178682393345,0.0008042831482478,0.8925566088241957,50.7738864906902,55.348088539128526,0.746182864370682,2,0.5747126436781609,0
n11,19,859.330229226361,53.02333186134785,72.15541602092678,3.7249283667621778,0.0008793039539395,0.0010144317020451,0.8667946320750872,51.02128515831253,54.81615573415967,0.7421216036027762,2,0.5730659025787965,0
n11,20,858.4375,52.31091336818771,71.43524176252063,3.1428571428571432,0.0010053201334352,0.0012409423512321,0.8101263789063823,50.51228186308353,54.01104919824217,0.7562874570432665,2,0.5714285714285714,0
n11,21,853.9663461538462,33.40966285031889,42.46560123142528,3.7037037037037033,0.0002330203763395,0.0001842430084181,1.2647447430442686,30.027511334474,36.3511197660125,1.840329150539136,2,0.5698005698005698,0
n11,22,852.2079772079773,37.756294904722,50.0888579845501,4.843304843304843,0.0001421753589467,9.06151796689588e-05,1.5690015675755804,35.41799881510761,39.87872052268162,1.7167964307545998,3,0.8547008547008548,0
n11,23,851.8732244318181,33.7111830492363,42.42351479276317,3.6931818181818175,0.0002147131271491,0.0001705562873614,1.258898926980969,29.9978063578681,36.99228700329626,1.7036522017177882,2,0.5681818181818182,0
n11,24,853.4712357954545,34.363941733864024,41.583116017793664,2.840909090909091,0.000223284018305,0.0001619455835489,1.3787595401611037,29.403686470444956,38.68197805125645,1.6148287610689769,2,0.5681818181818182,0
n11,999,857.7901785714286,34.86991186481752,43.09220104624535,3.7142857142857135,0.0002561939359817,0.0001645665068043,1.556780543967285,30.47072179421863,38.74042620395192,1.660109544703238,2,0.5714285714285714,0
n14,0,674.8486768018018,46.37660857532512,77.58791826707701,22.2972972972973,2.216537831061809e-05,0.0002281133550411,0.0971682622730072,54.862624272129885,35.57801780157081,0.7865342828485287,5,1.1261261261261262,0
n14,1,672.9084921524664,45.1873074814858,74.91290003258541,21.748878923766814,2.6527763572986705e-05,0.0003110950349649,0.0852722177838009,52.97136724397434,35.71191076043952,0.7791065744646264,3,0.672645739910314,0
n14,2,669.2243303571429,44.87244093235077,75.68729003724685,22.321428571428573,2.5357207392755507e-05,0.0003053202024569,0.0830511940864181,53.51899032732361,34.07371619169239,0.7787774873519456,3,0.6696428571428571,0
n14,3,668.3428452115813,43.51259628909843,73.81288078397229,20.71269487750557,3.443133333778739e-05,0.0003198364245405,0.1076529459934172,52.19358708463894,32.590695012894,0.7535150262360755,3,0.6681514476614699,0
n14,4,666.71875,43.3102162755178,72.72823632006083,20.22222222222222,3.2720933446390426e-05,0.0002921590091619,0.1119970030711867,51.42662761388484,33.26546649127917,0.7701107650960144,3,0.6666666666666667,0
n14,5,661.137114537445,42.41502031741335,70.10235797715333,18.722466960352424,2.8630794934841767e-05,0.0002325975148204,0.1230915771260327,49.56985270281199,33.02663127623372,0.7677490921843376,2,0.4405286343612335,0
n14,6,665.4483093126386,42.16146527022568,69.19932869626618,17.96008869179601,2.4782766959739635e-05,0.0002039136760231,0.1215355803645095,48.93130071508563,34.06267918530852,0.7793993137199209,2,0.4434589800443459,0
n14,7,665.6388580931264,39.976526079533166,63.31285647590771,14.412416851441243,2.255617809205773e-05,0.000199213415955,0.1132262000724996,44.768889557618266,34.48408791946433,0.7503308603875807,2,0.4434589800443459,0
